1 Chronicles 12:19	8	Manasseh	-	manasseh-king-of-judah
1 Chronicles 12:19	29	David	david	david
1 Chronicles 12:19	78	Saul	saul-king-of-israel	paul-of-tarsus
1 Chronicles 12:19	226	Saul	saul-king-of-israel	paul-of-tarsus
1 Chronicles 12:20	32	Manasseh	-	manasseh-king-of-judah
1 Chronicles 12:20	78	Michael	michael-archangel	michael-archangel
1 Chronicles 12:20	152	Manasseh	-	manasseh-king-of-judah
1 Chronicles 12:21	12	David	david	david
1 Chronicles 12:22	32	David	david	david
1 Chronicles 12:23	80	David	david	david
1 Chronicles 12:23	120	Saul	saul-king-of-israel	paul-of-tarsus
1 Chronicles 12:25	19	Simeon	-	simeon-at-the-temple
1 Chronicles 12:26	19	Levi	-	matthew-levi
1 Chronicles 12:27	44	Aaron	aaron	aaron
1 Chronicles 12:28	4	Zadok	-	zadok-in-jesus-genealogy
1 Chronicles 12:29	29	Saul	saul-king-of-israel	paul-of-tarsus
1 Chronicles 12:29	134	Saul	saul-king-of-israel	paul-of-tarsus
1 Chronicles 12:31	21	Manasseh	-	manasseh-king-of-judah
1 Chronicles 12:31	94	David	david	david
1 Chronicles 12:37	90	Manasseh	-	manasseh-king-of-judah
1 Chronicles 12:38	110	David	david	david
1 Chronicles 12:38	196	David	david	david
1 Chronicles 12:39	21	David	david	david
1 Chronicles 13:1	0	David	david	david
1 Chronicles 13:2	0	David	david	david
1 Chronicles 13:3	93	Saul	saul-king-of-israel	paul-of-tarsus
1 Chronicles 13:5	3	David	david	david
1 Chronicles 13:6	0	David	david	david
1 Chronicles 13:8	0	David	david	david
1 Chronicles 13:11	0	David	david	david
1 Chronicles 13:11	87	Perez	perez	perez
1 Chronicles 13:12	0	David	david	david
1 Chronicles 13:13	3	David	david	david
1 Chronicles 13:13	43	David	david	david
1 Chronicles 13:13	83	Obed	obed	obed
1 Chronicles 13:14	38	Obed	obed	obed
1 Chronicles 13:14	94	Obed	obed	obed
1 Chronicles 14:1	38	David	david	david
1 Chronicles 14:2	0	David	david	david
1 Chronicles 14:3	0	David	david	david
1 Chronicles 14:3	40	David	david	david
1 Chronicles 14:4	79	Nathan	-	nathan-the-prophet
1 Chronicles 14:4	87	Solomon	solomon	solomon
1 Chronicles 14:8	32	David	david	david
1 Chronicles 14:8	109	David	david	david
1 Chronicles 14:8	120	David	david	david
1 Chronicles 14:10	0	David	david	david
1 Chronicles 14:11	37	David	david	david
1 Chronicles 14:11	64	David	david	david
1 Chronicles 14:12	32	David	david	david
1 Chronicles 14:14	0	David	david	david
1 Chronicles 14:16	0	David	david	david
1 Chronicles 14:17	12	David	david	david
1 Chronicles 15:1	0	David	david	david
1 Chronicles 15:1	29	David	david	david
1 Chronicles 15:2	5	David	david	david
1 Chronicles 15:3	0	David	david	david
1 Chronicles 15:4	0	David	david	david
1 Chronicles 15:4	36	Aaron	aaron	aaron
1 Chronicles 15:10	23	Amminadab	-	amminadab
1 Chronicles 15:11	0	David	david	david
1 Chronicles 15:11	17	Zadok	-	zadok-in-jesus-genealogy
1 Chronicles 15:11	116	Amminadab	-	amminadab
1 Chronicles 15:15	81	Moses	moses	moses
1 Chronicles 15:16	0	David	david	david
1 Chronicles 15:18	49	Zechariah	-	zechariah-father-of-john-baptist
1 Chronicles 15:18	161	Obed	obed	obed
1 Chronicles 15:20	4	Zechariah	-	zechariah-father-of-john-baptist
1 Chronicles 15:21	38	Obed	obed	obed
1 Chronicles 15:24	40	Zechariah	-	zechariah-father-of-john-baptist
1 Chronicles 15:24	126	Obed	obed	obed
1 Chronicles 15:25	3	David	david	david
1 Chronicles 15:25	131	Obed	obed	obed
1 Chronicles 15:27	0	David	david	david
1 Chronicles 15:27	153	David	david	david
1 Chronicles 15:29	40	David	david	david
1 Chronicles 15:29	77	Saul	saul-king-of-israel	paul-of-tarsus
1 Chronicles 15:29	121	David	david	david
1 Chronicles 16:1	69	David	david	david
1 Chronicles 16:2	5	David	david	david
1 Chronicles 16:5	35	Zechariah	-	zechariah-father-of-john-baptist
1 Chronicles 16:5	107	Obed	obed	obed
1 Chronicles 16:7	17	David	david	david
1 Chronicles 16:13	53	Jacob	jacob	jacob
1 Chronicles 16:16	32	Abraham	abraham	abraham
1 Chronicles 16:16	53	Isaac	isaac	isaac
1 Chronicles 16:17	25	Jacob	jacob	jacob
1 Chronicles 16:38	4	Obed	obed	obed
1 Chronicles 16:38	48	Obed	obed	obed
1 Chronicles 16:39	4	Zadok	-	zadok-in-jesus-genealogy
1 Chronicles 16:43	52	David	david	david
1 Chronicles 17:1	5	David	david	david
1 Chronicles 17:1	31	David	david	david
1 Chronicles 17:1	45	Nathan	nathan-the-prophet	nathan-the-prophet
1 Chronicles 17:2	0	Nathan	nathan-the-prophet	nathan-the-prophet
1 Chronicles 17:2	15	David	david	david
1 Chronicles 17:3	41	Nathan	nathan-the-prophet	nathan-the-prophet
1 Chronicles 17:4	13	David	david	david
1 Chronicles 17:7	42	David	david	david
1 Chronicles 17:15	67	Nathan	nathan-the-prophet	nathan-the-prophet
1 Chronicles 17:15	83	David	david	david
1 Chronicles 17:16	5	David	david	david
1 Chronicles 17:18	9	David	david	david
1 Chronicles 17:24	135	David	david	david
1 Chronicles 18:1	12	David	david	david
1 Chronicles 18:2	54	David	david	david
1 Chronicles 18:3	0	David	david	david
1 Chronicles 18:4	0	David	david	david
1 Chronicles 18:4	101	David	david	david
1 Chronicles 18:5	67	David	david	david
1 Chronicles 18:6	5	David	david	david
1 Chronicles 18:6	82	David	david	david
1 Chronicles 18:6	133	David	david	david
1 Chronicles 18:7	0	David	david	david
1 Chronicles 18:8	48	David	david	david
1 Chronicles 18:8	87	Solomon	solomon	solomon
1 Chronicles 18:9	35	David	david	david
1 Chronicles 18:10	32	David	david	david
1 Chronicles 18:11	5	David	david	david
1 Chronicles 18:13	66	David	david	david
1 Chronicles 18:13	96	David	david	david
1 Chronicles 18:14	0	David	david	david
1 Chronicles 18:15	43	Jehoshaphat	jehoshaphat	jehoshaphat
1 Chronicles 18:16	0	Zadok	-	zadok-in-jesus-genealogy
1 Chronicles 18:17	93	David	david	david
1 Chronicles 19:2	0	David	david	david
1 Chronicles 19:2	108	David	david	david
1 Chronicles 19:2	168	David	david	david
1 Chronicles 19:3	75	David	david	david
1 Chronicles 19:4	14	David	david	david
1 Chronicles 19:5	31	David	david	david
1 Chronicles 19:6	71	David	david	david
1 Chronicles 19:8	5	David	david	david
1 Chronicles 19:17	0	David	david	david
1 Chronicles 19:17	145	David	david	david
1 Chronicles 19:18	36	David	david	david
1 Chronicles 19:19	91	David	david	david
1 Chronicles 20:1	176	David	david	david
1 Chronicles 20:2	0	David	david	david
1 Chronicles 20:2	146	David	david	david
1 Chronicles 20:3	102	David	david	david
1 Chronicles 20:3	164	David	david	david
1 Chronicles 20:7	50	David	david	david
1 Chronicles 20:8	67	David	david	david
1 Chronicles 21:1	0	Satan	satan	satan
1 Chronicles 21:1	41	David	david	david
1 Chronicles 21:2	0	David	david	david
1 Chronicles 21:5	52	David	david	david
1 Chronicles 21:6	20	Levi	-	matthew-levi
1 Chronicles 21:8	0	David	david	david
1 Chronicles 21:9	21	David	david	david
1 Chronicles 21:10	17	David	david	david
1 Chronicles 21:11	15	David	david	david
1 Chronicles 21:13	0	David	david	david
1 Chronicles 21:16	0	David	david	david
1 Chronicles 21:16	153	David	david	david
1 Chronicles 21:17	0	David	david	david
1 Chronicles 21:18	42	David	david	david
1 Chronicles 21:18	53	David	david	david
1 Chronicles 21:19	0	David	david	david
1 Chronicles 21:21	3	David	david	david
1 Chronicles 21:21	45	David	david	david
1 Chronicles 21:21	110	David	david	david
1 Chronicles 21:22	5	David	david	david
1 Chronicles 21:23	14	David	david	david
1 Chronicles 21:24	5	David	david	david
1 Chronicles 21:25	3	David	david	david
1 Chronicles 21:26	0	David	david	david
1 Chronicles 21:28	19	David	david	david
1 Chronicles 21:29	31	Moses	moses	moses
1 Chronicles 21:30	4	David	david	david
1 Chronicles 22:1	5	David	david	david
1 Chronicles 22:2	0	David	david	david
1 Chronicles 22:3	0	David	david	david
1 Chronicles 22:4	109	David	david	david
1 Chronicles 22:5	0	David	david	david
1 Chronicles 22:5	13	Solomon	solomon	solomon
1 Chronicles 22:5	220	David	david	david
1 Chronicles 22:6	19	Solomon	solomon	solomon
1 Chronicles 22:7	0	David	david	david
1 Chronicles 22:7	14	Solomon	solomon	solomon
1 Chronicles 22:9	141	Solomon	solomon	solomon
1 Chronicles 22:13	94	Moses	moses	moses
1 Chronicles 22:17	0	David	david	david
1 Chronicles 22:17	55	Solomon	solomon	solomon
1 Chronicles 23:1	4	David	david	david
1 Chronicles 23:1	48	Solomon	solomon	solomon
1 Chronicles 23:4	0	David	david	david
1 Chronicles 23:6	0	David	david	david
1 Chronicles 23:6	59	Levi	-	matthew-levi
1 Chronicles 23:13	19	Aaron	aaron	aaron
1 Chronicles 23:13	29	Moses	moses	moses
1 Chronicles 23:13	40	Aaron	aaron	aaron
1 Chronicles 23:14	11	Moses	moses	moses
1 Chronicles 23:14	72	Levi	-	matthew-levi
1 Chronicles 23:15	12	Moses	moses	moses
1 Chronicles 23:21	56	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 23:22	0	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 23:24	23	Levi	-	matthew-levi
1 Chronicles 23:25	4	David	david	david
1 Chronicles 23:27	25	David	david	david
1 Chronicles 23:27	43	Levi	-	matthew-levi
1 Chronicles 23:28	44	Aaron	aaron	aaron
1 Chronicles 23:32	115	Aaron	aaron	aaron
1 Chronicles 24:1	40	Aaron	aaron	aaron
1 Chronicles 24:1	59	Aaron	aaron	aaron
1 Chronicles 24:1	80	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 24:2	77	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 24:3	0	David	david	david
1 Chronicles 24:3	11	Zadok	-	zadok-in-jesus-genealogy
1 Chronicles 24:3	32	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 24:4	47	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 24:4	132	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 24:5	133	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 24:6	118	Zadok	-	zadok-in-jesus-genealogy
1 Chronicles 24:6	278	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 24:10	37	Abijah	-	abijah-king-of-judah
1 Chronicles 24:19	114	Aaron	aaron	aaron
1 Chronicles 24:20	27	Levi	-	matthew-levi
1 Chronicles 24:25	55	Zechariah	-	zechariah-father-of-john-baptist
1 Chronicles 24:28	10	Eleazar	-	eleazar-in-jesus-genealogy
1 Chronicles 24:31	60	Aaron	aaron	aaron
1 Chronicles 24:31	85	David	david	david
1 Chronicles 24:31	101	Zadok	-	zadok-in-jesus-genealogy
1 Chronicles 25:1	10	David	david	david
1 Chronicles 25:2	30	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
1 Chronicles 25:9	40	Joseph	joseph-son-of-jacob	joseph-son-of-jacob
1 Chronicles 26:2	22	Zechariah	-	zechariah-father-of-john-baptist
1 Chronicles 26:4	0	Obed	obed	obed
1 Chronicles 26:7	38	Obed	obed	obed
1 Chronicles 26:8	30	Obed	obed	obed
1 Chronicles 26:8	132	Obed	obed	obed
1 Chronicles 26:11	44	Zechariah	-	zechariah-father-of-john-baptist
1 Chronicles 26:14	45	Zechariah	-	zechariah-father-of-john-baptist
1 Chronicles 26:14	71	counselor	holy-spirit	holy-spirit
1 Chronicles 26:15	3	Obed	obed	obed
1 Chronicles 26:24	43	Moses	moses	moses
1 Chronicles 26:25	70	Joram	joram-king-of-judah	joram-king-of-judah
1 Chronicles 26:26	91	David	david	david
1 Chronicles 26:28	9	Samuel	samuel	samuel
1 Chronicles 26:28	30	Saul the son of Kish	saul-king-of-israel	saul-king-of-israel
1 Chronicles 26:31	178	David	david	david
1 Chronicles 26:32	101	David	david	david
1 Chronicles 27:3	26	Perez	perez	perez
1 Chronicles 27:17	3	Levi	-	matthew-levi
1 Chronicles 27:17	41	Aaron	aaron	aaron
1 Chronicles 27:17	48	Zadok	-	zadok-in-jesus-genealogy
1 Chronicles 27:18	40	David	david	david
1 Chronicles 27:18	76	Michael	michael-archangel	michael-archangel
1 Chronicles 27:20	28	Hoshea	joshua	joshua
1 Chronicles 27:20	76	Manasseh	-	manasseh-king-of-judah
1 Chronicles 27:21	21	Manasseh	-	manasseh-king-of-judah
1 Chronicles 27:21	57	Zechariah	-	zechariah-father-of-john-baptist
1 Chronicles 27:23	4	David	david	david
1 Chronicles 27:24	167	David	david	david
1 Chronicles 27:25	174	Uzziah	uzziah	uzziah
1 Chronicles 27:31	57	David	david	david
1 Chronicles 27:32	15	David	david	david
1 Chronicles 27:32	36	counselor	holy-spirit	holy-spirit
1 Chronicles 27:33	26	counselor	holy-spirit	holy-spirit
1 Chronicles 28:1	0	David	david	david
1 Chronicles 28:2	5	David	david	david
1 Chronicles 28:5	66	Solomon	solomon	solomon
1 Chronicles 28:6	16	Solomon	solomon	solomon
1 Chronicles 28:9	5	Solomon	solomon	solomon
1 Chronicles 28:11	5	David	david	david
1 Chronicles 28:11	19	Solomon	solomon	solomon
1 Chronicles 28:19	17	David	david	david
1 Chronicles 28:20	0	David	david	david
1 Chronicles 28:20	14	Solomon	solomon	solomon
1 Chronicles 29:1	0	David	david	david
1 Chronicles 29:1	42	Solomon	solomon	solomon
1 Chronicles 29:9	125	David	david	david
1 Chronicles 29:10	10	David	david	david
1 Chronicles 29:10	60	David	david	david
1 Chronicles 29:18	19	Abraham	abraham	abraham
1 Chronicles 29:18	31	Isaac	isaac	isaac
1 Chronicles 29:19	12	Solomon	solomon	solomon
1 Chronicles 29:20	5	David	david	david
1 Chronicles 29:22	75	Solomon	solomon	solomon
1 Chronicles 29:22	94	David	david	david
1 Chronicles 29:22	171	Zadok	-	zadok-in-jesus-genealogy
1 Chronicles 29:23	5	Solomon	solomon	solomon
1 Chronicles 29:23	60	David	david	david
1 Chronicles 29:24	66	David	david	david
1 Chronicles 29:24	96	Solomon	solomon	solomon
1 Chronicles 29:25	17	Solomon	solomon	solomon
1 Chronicles 29:26	4	David	david	david
1 Chronicles 29:26	21	Jesse	jesse	jesse
1 Chronicles 29:28	64	Solomon	solomon	solomon
1 Chronicles 29:29	16	David	david	david
1 Chronicles 29:29	91	Samuel	samuel	samuel
1 Chronicles 29:29	130	Nathan	nathan-the-prophet	nathan-the-prophet
2 Chronicles 1:1	0	Solomon	solomon	solomon
2 Chronicles 1:1	19	David	david	david
2 Chronicles 1:2	0	Solomon	solomon	solomon
2 Chronicles 1:3	3	Solomon	solomon	solomon
2 Chronicles 1:3	146	Moses	moses	moses
2 Chronicles 1:4	4	David	david	david
2 Chronicles 1:4	73	David	david	david
2 Chronicles 1:5	122	Solomon	solomon	solomon
2 Chronicles 1:6	0	Solomon	solomon	solomon
2 Chronicles 1:7	28	Solomon	solomon	solomon
2 Chronicles 1:8	0	Solomon	solomon	solomon
2 Chronicles 1:8	62	David	david	david
2 Chronicles 1:9	37	David	david	david
2 Chronicles 1:11	12	Solomon	solomon	solomon
2 Chronicles 1:13	3	Solomon	solomon	solomon
2 Chronicles 1:14	0	Solomon	solomon	solomon
2 Chronicles 1:16	17	Solomon	solomon	solomon
2 Chronicles 2:1	4	Solomon	solomon	solomon
2 Chronicles 2:2	0	Solomon	solomon	solomon
2 Chronicles 2:3	0	Solomon	solomon	solomon
2 Chronicles 2:3	67	David	david	david
2 Chronicles 2:7	236	David	david	david
2 Chronicles 2:11	66	Solomon	solomon	solomon
2 Chronicles 2:12	100	David	david	david
2 Chronicles 2:14	378	David	david	david
2 Chronicles 2:17	0	Solomon	solomon	solomon
2 Chronicles 2:17	95	David	david	david
2 Chronicles 3:1	5	Solomon	solomon	solomon
2 Chronicles 3:1	98	David	david	david
2 Chronicles 3:1	152	David	david	david
2 Chronicles 3:3	36	Solomon	solomon	solomon
2 Chronicles 3:17	178	Boaz	-	boaz
2 Chronicles 4:11	104	Solomon	solomon	solomon
2 Chronicles 4:16	90	Solomon	solomon	solomon
2 Chronicles 4:18	5	Solomon	solomon	solomon
2 Chronicles 4:19	0	Solomon	solomon	solomon
2 Chronicles 5:1	23	Solomon	solomon	solomon
2 Chronicles 5:1	68	Solomon	solomon	solomon
2 Chronicles 5:1	103	David	david	david
2 Chronicles 5:2	5	Solomon	solomon	solomon
2 Chronicles 5:2	206	David	david	david
2 Chronicles 5:6	5	Solomon	solomon	solomon
2 Chronicles 5:10	58	Moses	moses	moses
2 Chronicles 6:1	5	Solomon	solomon	solomon
2 Chronicles 6:4	76	David	david	david
2 Chronicles 6:6	80	David	david	david
2 Chronicles 6:7	27	David	david	david
2 Chronicles 6:8	19	David	david	david
2 Chronicles 6:10	82	David	david	david
2 Chronicles 6:13	5	Solomon	solomon	solomon
2 Chronicles 6:15	32	David	david	david
2 Chronicles 6:16	66	David	david	david
2 Chronicles 6:17	101	David	david	david
2 Chronicles 6:42	91	David	david	david
2 Chronicles 7:1	9	Solomon	solomon	solomon
2 Chronicles 7:5	5	Solomon	solomon	solomon
2 Chronicles 7:6	109	David	david	david
2 Chronicles 7:6	164	David	david	david
2 Chronicles 7:7	9	Solomon	solomon	solomon
2 Chronicles 7:7	192	Solomon	solomon	solomon
2 Chronicles 7:8	3	Solomon	solomon	solomon
2 Chronicles 7:10	153	David	david	david
2 Chronicles 7:10	167	Solomon	solomon	solomon
2 Chronicles 7:11	5	Solomon	solomon	solomon
2 Chronicles 7:11	108	Solomon	solomon	solomon
2 Chronicles 7:12	19	Solomon	solomon	solomon
2 Chronicles 7:17	43	David	david	david
2 Chronicles 7:18	81	David	david	david
2 Chronicles 8:1	37	Solomon	solomon	solomon
2 Chronicles 8:2	0	Solomon	solomon	solomon
